Arian Foster,HOU,2010.0,16.0,326.0,1614.0,16.0,84.0,66.0,604.0,2.0,358.8,22.4
Peyton Hillis,CLE,2010.0,16.0,270.0,1177.0,11.0,77.0,61.0,477.0,2.0,263.9,16.5
Jamaal Charles,KC,2010.0,16.0,230.0,1467.0,5.0,64.0,45.0,468.0,3.0,260.0,16.3
LeSean McCoy,PHI,2010.0,15.0,207.0,1080.0,7.0,90.0,78.0,592.0,2.0,258.2,17.2
Adrian Peterson,MIN,2010.0,15.0,283.0,1298.0,12.0,50.0,36.0,341.0,1.0,257.9,17.2
Chris Johnson,TEN,2010.0,16.0,316.0,1364.0,11.0,57.0,44.0,245.0,1.0,250.9,15.7
Ray Rice,BAL,2010.0,16.0,308.0,1223.0,5.0,82.0,63.0,556.0,1.0,245.4,15.3
Darren McFadden,OAK,2010.0,13.0,223.0,1157.0,7.0,61.0,47.0,507.0,3.0,243.9,18.8
Matt Forte,CHI,2010.0,16.0,237.0,1069.0,6.0,70.0,51.0,547.0,3.0,237.1,14.8
Rashard Mendenhall,PIT,2010.0,16.0,324.0,1274.0,13.0,34.0,23.0,167.0,0.0,229.6,14.4
Michael Turner,ATL,2010.0,16.0,334.0,1371.0,12.0,20.0,12.0,85.0,0.0,219.6,13.7
Steven Jackson,STL,2010.0,16.0,330.0,1241.0,6.0,61.0,46.0,383.0,0.0,219.4,13.7
Maurice Jones-Drew,JAC,2010.0,14.0,300.0,1323.0,5.0,44.0,34.0,317.0,2.0,219.0,15.6
Ahmad Bradshaw,NYG,2010.0,16.0,276.0,1235.0,8.0,58.0,47.0,314.0,0.0,214.4,13.4
BenJarvus Green-Ellis,NE,2010.0,16.0,229.0,1008.0,13.0,16.0,12.0,85.0,0.0,193.3,12.1
LaDainian Tomlinson,NYJ,2010.0,15.0,219.0,914.0,6.0,79.0,52.0,355.0,0.0,188.9,12.6
Cedric Benson,CIN,2010.0,16.0,321.0,1111.0,7.0,37.0,28.0,178.0,1.0,180.9,11.3
Frank Gore,SF,2010.0,11.0,203.0,853.0,3.0,72.0,46.0,452.0,2.0,179.5,16.3
Knowshon Moreno,DEN,2010.0,13.0,182.0,779.0,5.0,48.0,37.0,372.0,3.0,177.6,13.7
Jahvid Best,DET,2010.0,15.0,172.0,563.0,4.0,80.0,58.0,487.0,2.0,168.0,11.2
Fred Jackson,BUF,2010.0,16.0,222.0,927.0,5.0,54.0,31.0,215.0,2.0,167.7,10.5
Mike Tolbert,SD,2010.0,15.0,182.0,735.0,11.0,29.0,25.0,216.0,0.0,167.6,11.2
Felix Jones,DAL,2010.0,16.0,185.0,800.0,1.0,52.0,48.0,450.0,1.0,159.0,9.9
Brandon Jackson,GB,2010.0,16.0,190.0,703.0,3.0,50.0,43.0,342.0,1.0,150.0,9.4
Danny Woodhead,NYJ,2010.0,15.0,97.0,547.0,5.0,44.0,34.0,379.0,1.0,143.6,9.6
Thomas Jones,KC,2010.0,16.0,245.0,896.0,6.0,20.0,14.0,122.0,0.0,142.8,8.9
Michael Bush,OAK,2010.0,14.0,158.0,655.0,8.0,24.0,18.0,194.0,0.0,141.9,10.1
Brandon Jacobs,NYG,2010.0,16.0,147.0,823.0,9.0,13.0,7.0,59.0,0.0,141.7,8.9
Ronnie Brown,MIA,2010.0,16.0,200.0,734.0,5.0,42.0,33.0,242.0,0.0,140.1,8.8
LeGarrette Blount,TB,2010.0,13.0,201.0,1007.0,6.0,6.0,5.0,14.0,0.0,134.6,10.4
Ryan Torain,WAS,2010.0,10.0,164.0,742.0,4.0,27.0,18.0,125.0,2.0,129.7,13.0
Ryan Mathews,SD,2010.0,12.0,157.0,675.0,7.0,26.0,22.0,145.0,0.0,129.0,10.8
Marshawn Lynch,BUF,2010.0,16.0,202.0,737.0,6.0,28.0,22.0,145.0,0.0,127.2,8.0
Tim Hightower,ARI,2010.0,16.0,153.0,736.0,5.0,42.0,21.0,136.0,0.0,119.7,7.5
Cadillac Williams,TB,2010.0,16.0,125.0,437.0,2.0,64.0,46.0,355.0,1.0,118.2,7.4
Jason Snelling,ATL,2010.0,14.0,87.0,324.0,2.0,51.0,44.0,303.0,3.0,114.7,8.2
Darren Sproles,SD,2010.0,16.0,51.0,270.0,0.0,75.0,59.0,520.0,2.0,114.5,7.2
